+---------------------+---------------------+----------+--------------+---------------+----------------+----------------+
| Date                | Date                |    Close |   Buy Signal |   Sell Signal |   Buy and Hold |       Strategy |
|---------------------+---------------------+----------+--------------+---------------+----------------+----------------|
| 1998-12-21 00:00:00 | 1998-12-21 00:00:00 | 12.7607  |            0 |             0 |     0          |     0          |
| 1998-12-28 00:00:00 | 1998-12-28 00:00:00 | 12.7542  |            0 |             0 |    -0.00658989 |    -0.00658989 |
| 1999-01-04 00:00:00 | 1999-01-04 00:00:00 | 12.8596  |            0 |             1 |     0.0988693  |     0.0922794  |
| 1999-01-11 00:00:00 | 1999-01-11 00:00:00 | 12.4575  |            0 |             0 |    -0.303202   |    -0.210922   |
| 1999-01-18 00:00:00 | 1999-01-18 00:00:00 | 12.8662  |            0 |             0 |     0.105466   |    -0.105456   |
| 1999-01-25 00:00:00 | 1999-01-25 00:00:00 | 12.4378  |            0 |             0 |    -0.322979   |    -0.428435   |
| 1999-02-01 00:00:00 | 1999-02-01 00:00:00 | 12.1346  |            0 |             0 |    -0.626171   |    -1.05461    |
| 1999-02-08 00:00:00 | 1999-02-08 00:00:00 | 11.9566  |            0 |             0 |    -0.804138   |    -1.85874    |
| 1999-02-15 00:00:00 | 1999-02-15 00:00:00 | 12.1741  |            0 |             0 |    -0.586618   |    -2.44536    |
| 1999-02-22 00:00:00 | 1999-02-22 00:00:00 | 12.095   |            0 |             0 |    -0.66572    |    -3.11108    |
| 1999-03-01 00:00:00 | 1999-03-01 00:00:00 | 12.1346  |            0 |             0 |    -0.626171   |    -3.73725    |
| 1999-03-08 00:00:00 | 1999-03-08 00:00:00 | 12.1478  |            0 |             0 |    -0.612985   |    -4.35024    |
| 1999-03-15 00:00:00 | 1999-03-15 00:00:00 | 11.8973  |            0 |             0 |    -0.863458   |    -5.2137     |
| 1999-03-22 00:00:00 | 1999-03-22 00:00:00 | 11.604   |            0 |             0 |    -1.15674    |    -6.37044    |
| 1999-03-29 00:00:00 | 1999-03-29 00:00:00 | 11.5708  |            0 |             0 |    -1.18991    |    -7.56034    |
| 1999-04-05 00:00:00 | 1999-04-05 00:00:00 | 11.9822  |            0 |             0 |    -0.778568   |    -8.33891    |
| 1999-04-12 00:00:00 | 1999-04-12 00:00:00 | 12.0353  |            0 |             0 |    -0.725488   |    -9.0644     |
| 1999-04-19 00:00:00 | 1999-04-19 00:00:00 | 12.4599  |            0 |             0 |    -0.300873   |    -9.36527    |
| 1999-04-26 00:00:00 | 1999-04-26 00:00:00 | 12.4267  |            0 |             0 |    -0.334044   |    -9.69932    |
| 1999-05-03 00:00:00 | 1999-05-03 00:00:00 | 12.4931  |            0 |             0 |    -0.267694   |    -9.96701    |
| 1999-05-10 00:00:00 | 1999-05-10 00:00:00 | 12.4665  |            0 |             0 |    -0.294231   |   -10.2612     |
| 1999-05-17 00:00:00 | 1999-05-17 00:00:00 | 12.5594  |            0 |             0 |    -0.201351   |   -10.4626     |
| 1999-05-24 00:00:00 | 1999-05-24 00:00:00 | 12.5727  |            0 |             0 |    -0.188083   |   -10.6507     |
| 1999-05-31 00:00:00 | 1999-05-31 00:00:00 | 12.6324  |            0 |             0 |    -0.128368   |   -10.779      |
| 1999-06-07 00:00:00 | 1999-06-07 00:00:00 | 12.6456  |            0 |             0 |    -0.115105   |   -10.8941     |
