+---------------------+---------------------+----------+--------------+---------------+----------------+--------------+
| Date                | Date                |    Close |   Buy Signal |   Sell Signal |   Buy and Hold |     Strategy |
|---------------------+---------------------+----------+--------------+---------------+----------------+--------------|
| 1998-12-21 00:00:00 | 1998-12-21 00:00:00 | 11.862   |            0 |             0 |      0         |    0         |
| 1998-12-28 00:00:00 | 1998-12-28 00:00:00 | 11.6752  |            0 |             0 |     -0.186804  |   -0.186804  |
| 1999-01-04 00:00:00 | 1999-01-04 00:00:00 | 12.4224  |            0 |             0 |      0.56041   |    0.373606  |
| 1999-01-11 00:00:00 | 1999-01-11 00:00:00 | 11.7686  |            0 |             0 |     -0.0934    |    0.280206  |
| 1999-01-18 00:00:00 | 1999-01-18 00:00:00 | 11.504   |            0 |             0 |     -0.358036  |   -0.0778303 |
| 1999-01-25 00:00:00 | 1999-01-25 00:00:00 | 11.8776  |            0 |             0 |      0.015563  |   -0.0622673 |
| 1999-02-01 00:00:00 | 1999-02-01 00:00:00 | 11.2705  |            0 |             0 |     -0.591541  |   -0.653809  |
| 1999-02-08 00:00:00 | 1999-02-08 00:00:00 | 11.4573  |            0 |             0 |     -0.404738  |   -1.05855   |
| 1999-02-15 00:00:00 | 1999-02-15 00:00:00 | 11.8309  |            0 |             0 |     -0.0311317 |   -1.08968   |
| 1999-02-22 00:00:00 | 1999-02-22 00:00:00 | 12.0644  |            0 |             0 |      0.202371  |   -0.887308  |
| 1999-03-01 00:00:00 | 1999-03-01 00:00:00 | 12.6092  |            0 |             0 |      0.747215  |   -0.140093  |
| 1999-03-08 00:00:00 | 1999-03-08 00:00:00 | 12.9439  |            0 |             0 |      1.08191   |    0.941813  |
| 1999-03-15 00:00:00 | 1999-03-15 00:00:00 | 12.7026  |            0 |             0 |      0.840616  |    1.78243   |
| 1999-03-22 00:00:00 | 1999-03-22 00:00:00 | 12.471   |            0 |             0 |      0.608994  |    2.39142   |
| 1999-03-29 00:00:00 | 1999-03-29 00:00:00 | 12.4866  |            0 |             0 |      0.624603  |    3.01603   |
| 1999-04-05 00:00:00 | 1999-04-05 00:00:00 | 13.189   |            0 |             0 |      1.32697   |    4.343     |
| 1999-04-12 00:00:00 | 1999-04-12 00:00:00 | 13.0485  |            0 |             0 |      1.1865    |    5.5295    |
| 1999-04-19 00:00:00 | 1999-04-19 00:00:00 | 13.5167  |            0 |             0 |      1.65475   |    7.18425   |
| 1999-04-26 00:00:00 | 1999-04-26 00:00:00 | 13.3294  |            0 |             0 |      1.46745   |    8.65169   |
| 1999-05-03 00:00:00 | 1999-05-03 00:00:00 | 13.1734  |            0 |             0 |      1.31136   |    9.96306   |
| 1999-05-10 00:00:00 | 1999-05-10 00:00:00 | 13.1734  |            0 |             0 |      1.31136   |   11.2744    |
| 1999-05-17 00:00:00 | 1999-05-17 00:00:00 | 12.8456  |            0 |             0 |      0.983593  |   12.258     |
| 1999-05-24 00:00:00 | 1999-05-24 00:00:00 | 12.5256  |            0 |             0 |      0.663629  |   12.9216    |
| 1999-05-31 00:00:00 | 1999-05-31 00:00:00 | 12.4866  |            0 |             0 |      0.624603  |   13.5462    |
| 1999-06-07 00:00:00 | 1999-06-07 00:00:00 | 12.2525  |            0 |             0 |      0.390477  |   13.9367    |
| 1999-06-14 00:00:00 | 1999-06-14 00:00:00 | 12.7988  |            0 |             0 |      0.936765  |   14.8735    |
| 1999-06-21 00:00:00 | 1999-06-21 00:00:00 | 12.4743  |            0 |             0 |      0.612303  |   15.4858    |
| 1999-06-28 00:00:00 | 1999-06-28 00:00:00 | 13.2099  |            0 |             0 |      1.34792   |   16.8337    |
| 1999-07-05 00:00:00 | 1999-07-05 00:00:00 | 13.2412  |            0 |             0 |      1.37923   |   18.2129    |
