+---------------------+---------------------+-----------+--------------+---------------+----------------+---------------+
| Date                | Date                |     Close |   Buy Signal |   Sell Signal |   Buy and Hold |      Strategy |
|---------------------+---------------------+-----------+--------------+---------------+----------------+---------------|
| 2010-03-08 00:00:00 | 2010-03-08 00:00:00 |  0.59606  |            0 |             0 |    0           |    0          |
| 2010-03-15 00:00:00 | 2010-03-15 00:00:00 |  0.602229 |            0 |             1 |    0.00616831  |    0.00616831 |
| 2010-03-22 00:00:00 | 2010-03-22 00:00:00 |  0.635849 |            0 |             1 |    0.0397889   |    0.0459572  |
| 2010-03-29 00:00:00 | 2010-03-29 00:00:00 |  0.657285 |            0 |             1 |    0.0612248   |    0.107182   |
| 2010-04-05 00:00:00 | 2010-04-05 00:00:00 |  0.702163 |            0 |             1 |    0.106103    |    0.213285   |
| 2010-04-12 00:00:00 | 2010-04-12 00:00:00 |  0.804257 |            0 |             1 |    0.208197    |    0.421482   |
| 2010-04-19 00:00:00 | 2010-04-19 00:00:00 |  0.837569 |            0 |             1 |    0.241508    |    0.66299    |
| 2010-04-26 00:00:00 | 2010-04-26 00:00:00 |  0.691368 |            0 |             0 |    0.095308    |    0.758298   |
| 2010-05-03 00:00:00 | 2010-05-03 00:00:00 |  0.535605 |            0 |             0 |   -0.0604549   |    0.697843   |
| 2010-05-10 00:00:00 | 2010-05-10 00:00:00 |  0.558893 |            0 |             0 |   -0.0371674   |    0.660676   |
| 2010-05-17 00:00:00 | 2010-05-17 00:00:00 |  0.531288 |            0 |             0 |   -0.0647722   |    0.595904   |
| 2010-05-24 00:00:00 | 2010-05-24 00:00:00 |  0.557813 |            0 |             0 |   -0.0382471   |    0.557656   |
| 2010-05-31 00:00:00 | 2010-05-31 00:00:00 |  0.519722 |            0 |             0 |   -0.0763388   |    0.481318   |
| 2010-06-07 00:00:00 | 2010-06-07 00:00:00 |  0.518024 |            0 |             0 |   -0.078036    |    0.403282   |
| 2010-06-14 00:00:00 | 2010-06-14 00:00:00 |  0.616108 |            0 |             0 |    0.0200478   |    0.423329   |
| 2010-06-21 00:00:00 | 2010-06-21 00:00:00 |  0.524811 |            0 |             0 |   -0.0712497   |    0.35208    |
| 2010-06-28 00:00:00 | 2010-06-28 00:00:00 |  0.432742 |            0 |             0 |   -0.163319    |    0.188761   |
| 2010-07-05 00:00:00 | 2010-07-05 00:00:00 |  0.513244 |            0 |             0 |   -0.0828161   |    0.105945   |
| 2010-07-12 00:00:00 | 2010-07-12 00:00:00 |  0.501832 |            0 |             0 |   -0.0942288   |    0.0117161  |
| 2010-07-19 00:00:00 | 2010-07-19 00:00:00 |  0.565679 |            0 |             0 |   -0.0303818   |   -0.0186657  |
| 2010-07-26 00:00:00 | 2010-07-26 00:00:00 |  0.495201 |            0 |             0 |   -0.10086     |   -0.119525   |
| 2010-08-02 00:00:00 | 2010-08-02 00:00:00 |  0.508618 |            0 |             0 |   -0.0874425   |   -0.206968   |
| 2010-08-09 00:00:00 | 2010-08-09 00:00:00 |  0.390793 |            0 |             0 |   -0.205267    |   -0.412235   |
| 2010-08-16 00:00:00 | 2010-08-16 00:00:00 |  0.406986 |            0 |             0 |   -0.189074    |   -0.601309   |
