+---------------------+---------------------+---------+--------------+---------------+----------------+--------------+
| Date                | Date                |   Close |   Buy Signal |   Sell Signal |   Buy and Hold |     Strategy |
|---------------------+---------------------+---------+--------------+---------------+----------------+--------------|
| 1998-12-21 00:00:00 | 1998-12-21 00:00:00 | 12.4173 |            0 |             0 |      0         |     0        |
| 1998-12-28 00:00:00 | 1998-12-28 00:00:00 | 12.6425 |            0 |             1 |      0.225278  |     0.225278 |
| 1999-01-04 00:00:00 | 1999-01-04 00:00:00 | 13.3634 |            0 |             1 |      0.946163  |     1.17144  |
| 1999-01-11 00:00:00 | 1999-01-11 00:00:00 | 12.7327 |            0 |             1 |      0.315385  |     1.48683  |
| 1999-01-18 00:00:00 | 1999-01-18 00:00:00 | 12.156  |            0 |             0 |     -0.261318  |     1.22551  |
| 1999-01-25 00:00:00 | 1999-01-25 00:00:00 | 12.174  |            0 |             0 |     -0.243298  |     0.98221  |
| 1999-02-01 00:00:00 | 1999-02-01 00:00:00 | 12.8228 |            0 |             0 |      0.405496  |     1.38771  |
| 1999-02-08 00:00:00 | 1999-02-08 00:00:00 | 12.3542 |            0 |             0 |     -0.0630779 |     1.32463  |
| 1999-02-15 00:00:00 | 1999-02-15 00:00:00 | 12.3001 |            0 |             0 |     -0.117148  |     1.20748  |
| 1999-02-22 00:00:00 | 1999-02-22 00:00:00 | 12.3632 |            0 |             0 |     -0.0540657 |     1.15341  |
| 1999-03-01 00:00:00 | 1999-03-01 00:00:00 | 12.4713 |            0 |             0 |      0.0540648 |     1.20748  |
| 1999-03-08 00:00:00 | 1999-03-08 00:00:00 | 12.6966 |            0 |             0 |      0.279341  |     1.48682  |
| 1999-03-15 00:00:00 | 1999-03-15 00:00:00 | 12.8768 |            0 |             0 |      0.459561  |     1.94638  |
| 1999-03-22 00:00:00 | 1999-03-22 00:00:00 | 12.5856 |            0 |             0 |      0.168337  |     2.11472  |
| 1999-03-29 00:00:00 | 1999-03-29 00:00:00 | 12.7303 |            0 |             0 |      0.312995  |     2.42771  |
| 1999-04-05 00:00:00 | 1999-04-05 00:00:00 | 12.9111 |            0 |             0 |      0.493827  |     2.92154  |
| 1999-04-12 00:00:00 | 1999-04-12 00:00:00 | 14.8098 |            0 |             1 |      2.39252   |     5.31406  |
| 1999-04-19 00:00:00 | 1999-04-19 00:00:00 | 14.8279 |            0 |             1 |      2.4106    |     7.72466  |
| 1999-04-26 00:00:00 | 1999-04-26 00:00:00 | 15.6958 |            0 |             1 |      3.27857   |    11.0032   |
| 1999-05-03 00:00:00 | 1999-05-03 00:00:00 | 16.3197 |            0 |             1 |      3.90243   |    14.9057   |
| 1999-05-10 00:00:00 | 1999-05-10 00:00:00 | 15.6868 |            0 |             1 |      3.26953   |    18.1752   |
| 1999-05-17 00:00:00 | 1999-05-17 00:00:00 | 15.2528 |            0 |             0 |      2.83555   |    21.0107   |
| 1999-05-24 00:00:00 | 1999-05-24 00:00:00 | 14.2673 |            0 |             0 |      1.85004   |    22.8608   |
| 1999-05-31 00:00:00 | 1999-05-31 00:00:00 | 15.1895 |            0 |             0 |      2.77226   |    25.633    |
| 1999-06-07 00:00:00 | 1999-06-07 00:00:00 | 15.0177 |            0 |             0 |      2.60047   |    28.2335   |
