+---------------------+---------------------+----------+----------+-----------+-----------+-----------+----------+-----------+-------------+---------------+------------------------+-------------------------+------------------------+--------------+---------------+----------------+--------------+
| Date                | Date                |    Close |   SMA 50 |   SMA 100 |   SMA 200 |   SMA 325 |   EMA 13 |    RSI 14 |        MACD |        Signal |   Upper Bollinger Band |   Middle Bollinger Band |   Lower Bollinger Band |   Buy Signal |   Sell Signal |   Buy and Hold |     Strategy |
|---------------------+---------------------+----------+----------+-----------+-----------+-----------+----------+-----------+-------------+---------------+------------------------+-------------------------+------------------------+--------------+---------------+----------------+--------------|
| 1999-05-03 00:00:00 | 1999-05-03 00:00:00 |  53.606  | nan      |  nan      |  nan      |  nan      |  53.606  | nan       |   0         |   0           |               nan      |                nan      |               nan      |            0 |             0 |     0          |      0       |
| 1999-05-10 00:00:00 | 1999-05-10 00:00:00 |  50.7585 | nan      |  nan      |  nan      |  nan      |  53.1992 |   0       |  -0.227155  |  -0.045431    |               nan      |                nan      |               nan      |            0 |             0 |    -2.84755    |     -2.84755 |
| 1999-05-17 00:00:00 | 1999-05-17 00:00:00 |  48.8149 | nan      |  nan      |  nan      |  nan      |  52.5729 |   0       |  -0.557579  |  -0.147861    |               nan      |                nan      |               nan      |            0 |             0 |    -4.79112    |     -7.63867 |
| 1999-05-24 00:00:00 | 1999-05-24 00:00:00 |  49.1313 | nan      |  nan      |  nan      |  nan      |  52.0812 |   1.75382 |  -0.784863  |  -0.275261    |               nan      |                nan      |               nan      |            0 |             0 |    -4.47469    |    -12.1134  |
| 1999-05-31 00:00:00 | 1999-05-31 00:00:00 |  47.2782 | nan      |  nan      |  nan      |  nan      |  51.3951 |   1.56799 |  -1.10182   |  -0.440573    |               nan      |                nan      |               nan      |            0 |             0 |    -6.32787    |    -18.4412  |
| 1999-06-07 00:00:00 | 1999-06-07 00:00:00 |  45.7414 | nan      |  nan      |  nan      |  nan      |  50.5874 |   1.42365 |  -1.46019   |  -0.644496    |               nan      |                nan      |               nan      |            0 |             0 |    -7.86464    |    -26.3059  |
| 1999-06-14 00:00:00 | 1999-06-14 00:00:00 |  46.8714 | nan      |  nan      |  nan      |  nan      |  50.0566 |   8.56473 |  -1.63417   |  -0.842431    |               nan      |                nan      |               nan      |            0 |             0 |    -6.73465    |    -33.0405  |
| 1999-06-21 00:00:00 | 1999-06-21 00:00:00 |  47.9109 | nan      |  nan      |  nan      |  nan      |  49.75   |  15.0939  |  -1.66894   |  -1.00773     |               nan      |                nan      |               nan      |            0 |             0 |    -5.69508    |    -38.7356  |
| 1999-06-28 00:00:00 | 1999-06-28 00:00:00 |  51.3009 | nan      |  nan      |  nan      |  nan      |  49.9716 |  33.0749  |  -1.40673   |  -1.08753     |               nan      |                nan      |               nan      |            0 |             0 |    -2.30517    |    -41.0408  |
| 1999-07-05 00:00:00 | 1999-07-05 00:00:00 |  48.6341 | nan      |  nan      |  nan      |  nan      |  49.7805 |  27.7421  |  -1.398     |  -1.14963     |               nan      |                nan      |               nan      |            0 |             0 |    -4.97192    |    -46.0127  |
| 1999-07-12 00:00:00 | 1999-07-12 00:00:00 |  49.2217 | nan      |  nan      |  nan      |  nan      |  49.7007 |  30.5876  |  -1.32836   |  -1.18537     |               nan      |                nan      |               nan      |            0 |             0 |    -4.38431    |    -50.397   |
| 1999-07-19 00:00:00 | 1999-07-19 00:00:00 |  46.329  | nan      |  nan      |  nan      |  nan      |  49.219  |  24.9963  |  -1.48942   |  -1.24618     |               nan      |                nan      |               nan      |            0 |             0 |    -7.27706    |    -57.6741  |
| 1999-07-26 00:00:00 | 1999-07-26 00:00:00 |  46.5098 | nan      |  nan      |  nan      |  nan      |  48.832  |  25.9722  |  -1.5842    |  -1.31379     |               nan      |                nan      |               nan      |            0 |             0 |    -7.09624    |    -64.7703  |
| 1999-08-02 00:00:00 | 1999-08-02 00:00:00 |  40.6791 | nan      |  nan      |  nan      |  nan      |  47.6673 |  17.4997  |  -2.10554   |  -1.47214     |               nan      |                nan      |               nan      |            0 |             0 |   -12.9269     |    -77.6972  |
| 1999-08-09 00:00:00 | 1999-08-09 00:00:00 |  45.651  | nan      |  nan      |  nan      |  nan      |  47.3792 |  37.5453  |  -2.09338   |  -1.59638     |               nan      |                nan      |               nan      |            0 |             0 |    -7.95503    |    -85.6522  |
| 1999-08-16 00:00:00 | 1999-08-16 00:00:00 |  45.1605 | nan      |  nan      |  nan      |  nan      |  47.0623 |  36.5348  |  -2.09912   |  -1.69693     |               nan      |                nan      |               nan      |            0 |             0 |    -8.44553    |    -94.0978  |
| 1999-08-23 00:00:00 | 1999-08-23 00:00:00 |  44.6169 | nan      |  nan      |  nan      |  nan      |  46.7129 |  35.3193  |  -2.12306   |  -1.78216     |               nan      |                nan      |               nan      |            0 |             0 |    -8.98909    |   -103.087   |
| 1999-08-30 00:00:00 | 1999-08-30 00:00:00 |  45.7494 | nan      |  nan      |  nan      |  nan      |  46.5753 |  40.109   |  -2.02729   |  -1.83119     |               nan      |                nan      |               nan      |            0 |             0 |    -7.85667    |   -110.944   |
| 1999-09-06 00:00:00 | 1999-09-06 00:00:00 |  45.7267 | nan      |  nan      |  nan      |  nan      |  46.4541 |  40.0406  |  -1.93096   |  -1.85114     |               nan      |                nan      |               nan      |            0 |             0 |    -7.87933    |   -118.823   |
| 1999-09-13 00:00:00 | 1999-09-13 00:00:00 |  43.5298 | nan      |  nan      |  nan      |  nan      |  46.0363 |  33.6211  |  -2.00873   |  -1.88266     |                52.973  |                 47.1611 |                41.3491 |            0 |             0 |   -10.0762     |   -128.899   |
| 1999-09-20 00:00:00 | 1999-09-20 00:00:00 |  44.8887 | nan      |  nan      |  nan      |  nan      |  45.8724 |  40.4368  |  -1.93837   |  -1.8938      |                51.7572 |                 46.7252 |                41.6932 |            0 |             0 |    -8.71729    |   -137.616   |
| 1999-09-27 00:00:00 | 1999-09-27 00:00:00 |  42.8957 | nan      |  nan      |  nan      |  nan      |  45.4471 |  34.4505  |  -2.02014   |  -1.91907     |                51.2649 |                 46.3321 |                41.3992 |            0 |             0 |   -10.7104     |   -148.327   |
| 1999-10-04 00:00:00 | 1999-10-04 00:00:00 |  46.3382 | nan      |  nan      |  nan      |  nan      |  45.5744 |  49.3842  |  -1.78657   |  -1.89257     |                51.001  |                 46.2082 |                41.4154 |            0 |             0 |    -7.26784    |   -155.595   |
| 1999-10-11 00:00:00 | 1999-10-11 00:00:00 |  43.3034 | nan      |  nan      |  nan      |  nan      |  45.25   |  40.093   |  -1.82531   |  -1.87912     |                50.6698 |                 45.9168 |                41.1638 |            0 |             0 |   -10.3027     |   -165.897   |
| 1999-10-18 00:00:00 | 1999-10-18 00:00:00 |  47.4706 | nan      |  nan      |  nan      |  nan      |  45.5672 |  53.8499  |  -1.50243   |  -1.80378     |                50.6918 |                 45.9265 |                41.1611 |            0 |             0 |    -6.13542    |   -172.033   |
| 1999-10-25 00:00:00 | 1999-10-25 00:00:00 |  51.5569 | nan      |  nan      |  nan      |  nan      |  46.4229 |  63.3676  |  -0.906365  |  -1.6243      |                51.6042 |                 46.2172 |                40.8303 |            0 |             0 |    -2.04915    |   -174.082   |
| 1999-11-01 00:00:00 | 1999-11-01 00:00:00 |  53.5084 | nan      |  nan      |  nan      |  nan      |  47.4351 |  67.106   |  -0.273356  |  -1.35411     |                52.8465 |                 46.5491 |                40.2517 |            0 |             0 |    -0.0975838  |   -174.179   |
| 1999-11-08 00:00:00 | 1999-11-08 00:00:00 |  57.9107 | nan      |  nan      |  nan      |  nan      |  48.9316 |  74.0096  |   0.576886  |  -0.967909    |                55.1355 |                 47.0491 |                38.9626 |            0 |             1 |     4.30471    |   -169.875   |
| 1999-11-15 00:00:00 | 1999-11-15 00:00:00 |  58.0469 | nan      |  nan      |  nan      |  nan      |  50.2338 |  74.2028  |   1.24732   |  -0.524864    |                56.6906 |                 47.3864 |                38.0821 |            0 |             1 |     4.44085    |   -165.434   |
| 1999-11-22 00:00:00 | 1999-11-22 00:00:00 |  56.1407 | nan      |  nan      |  nan      |  nan      |  51.0776 |  66.2474  |   1.60631   |  -0.0986292   |                57.8505 |                 47.7617 |                37.673  |            0 |             0 |     2.53469    |   -162.899   |
| 1999-11-29 00:00:00 | 1999-11-29 00:00:00 |  57.4115 | nan      |  nan      |  nan      |  nan      |  51.9825 |  68.8189  |   1.97064   |   0.315224    |                59.1362 |                 48.1712 |                37.2062 |            0 |             0 |     3.80546    |   -159.094   |
| 1999-12-06 00:00:00 | 1999-12-06 00:00:00 |  59.5446 | nan      |  nan      |  nan      |  nan      |  53.0628 |  72.8284  |   2.40378   |   0.732936    |                60.8699 |                 48.832  |                36.7941 |            0 |             1 |     5.93853    |   -153.155   |
| 1999-12-13 00:00:00 | 1999-12-13 00:00:00 |  58.2284 | nan      |  nan      |  nan      |  nan      |  53.8007 |  66.7205  |   2.61076   |   1.1085      |                62.1033 |                 49.4179 |                36.7325 |            0 |             0 |     4.62242    |   -148.533   |
| 1999-12-20 00:00:00 | 1999-12-20 00:00:00 |  58.8184 | nan      |  nan      |  nan      |  nan      |  54.5175 |  68.1041  |   2.79023   |   1.44485     |                62.9733 |                 50.3249 |                37.6765 |            0 |             0 |     5.21238    |   -143.32    |
| 1999-12-27 00:00:00 | 1999-12-27 00:00:00 |  68.3946 | nan      |  nan      |  nan      |  nan      |  56.5    |  82.0673  |   3.66296   |   1.88847     |                66.2498 |                 51.462  |                36.6743 |            0 |             1 |    14.7886     |   -128.532   |
| 2000-01-03 00:00:00 | 2000-01-03 00:00:00 |  59.953  | nan      |  nan      |  nan      |  nan      |  56.9933 |  56.7832  |   3.63157   |   2.23709     |                67.1413 |                 52.2017 |                37.262  |            0 |             0 |     6.34702    |   -122.185   |
| 2000-01-10 00:00:00 | 2000-01-10 00:00:00 |  62.1769 | nan      |  nan      |  nan      |  nan      |  57.7338 |  60.4838  |   3.743     |   2.53827     |                68.2053 |                 53.0797 |                37.9541 |            0 |             0 |     8.57084    |   -113.614   |
| 2000-01-17 00:00:00 | 2000-01-17 00:00:00 |  62.2222 | nan      |  nan      |  nan      |  nan      |  58.375  |  60.5633  |   3.79126   |   2.78887     |                69.1419 |                 53.9033 |                38.6648 |            0 |             0 |     8.61622    |   -104.998   |
| 2000-01-24 00:00:00 | 2000-01-24 00:00:00 |  63.2621 | nan      |  nan      |  nan      |  nan      |  59.0731 |  62.5554  |   3.86882   |   3.00486     |                70.0556 |                 54.7801 |                39.5046 |            0 |             0 |     9.65604    |    -95.3417  |
| 2000-01-31 00:00:00 | 2000-01-31 00:00:00 |  61.5805 | nan      |  nan      |  nan      |  nan      |  59.4313 |  57.1671  |   3.75135   |   3.15416     |                70.2771 |                 55.6826 |                41.0881 |            0 |             0 |     7.97445    |    -87.3672  |
