+---------------------+---------------------+----------+----------+--------------+---------------+----------------+-------------+
| Date                | Date                |     Open |    Close |   Buy Signal |   Sell Signal |   Buy and Hold |    Strategy |
| 2000-12-04 00:00:00 | 2000-12-04 00:00:00 |  91.875  |  80.5    |            0 |             1 |      4.5       |    784.875  |
| 2000-12-11 00:00:00 | 2000-12-11 00:00:00 |  86.6875 |  91.625  |            0 |             1 |     15.625     |    800.5    |
| 2000-12-18 00:00:00 | 2000-12-18 00:00:00 |  98.8125 |  89      |            0 |             1 |     13         |    813.5    |
| 2000-12-25 00:00:00 | 2000-12-25 00:00:00 | 106.938  |  98.5    |            0 |             0 |     22.5       |    836      |
| 2001-01-01 00:00:00 | 2001-01-01 00:00:00 | 107.875  | 104.375  |            0 |             0 |     28.375     |    864.375  |
| 2001-01-08 00:00:00 | 2001-01-08 00:00:00 | 108.75   | 106.5    |            0 |             0 |     30.5       |    894.875  |
| 2001-01-15 00:00:00 | 2001-01-15 00:00:00 | 110.938  | 108.812  |            0 |             0 |     32.8125    |    927.688  |
| 2001-01-22 00:00:00 | 2001-01-22 00:00:00 | 114.688  | 110.938  |            0 |             0 |     34.9375    |    962.625  |
| 2001-01-29 00:00:00 | 2001-01-29 00:00:00 | 113.96   | 114.5    |            0 |             0 |     38.5       |   1001.12   |
| 2001-02-05 00:00:00 | 2001-02-05 00:00:00 | 107.75   | 113.75   |            0 |             0 |     37.75      |   1038.88   |
| 2001-02-12 00:00:00 | 2001-02-12 00:00:00 | 101.5    | 107.7    |            0 |             0 |     31.7       |   1070.57   |
| 2001-02-19 00:00:00 | 2001-02-19 00:00:00 |  96.04   | 102.1    |            0 |             0 |     26.1       |   1096.67   |
| 2001-02-26 00:00:00 | 2001-02-26 00:00:00 |  91.4    |  96.15   |            0 |             1 |     20.15      |   1116.82   |
| 2001-03-05 00:00:00 | 2001-03-05 00:00:00 |  87      |  91.4    |            0 |             1 |     15.4       |   1132.22   |
| 2001-03-12 00:00:00 | 2001-03-12 00:00:00 |  87.55   |  86.05   |            0 |             1 |     10.05      |   1142.28   |
| 2001-03-19 00:00:00 | 2001-03-19 00:00:00 |  89.81   |  89      |            0 |             1 |     13         |   1155.28   |
| 2001-03-26 00:00:00 | 2001-03-26 00:00:00 |  85.1    |  89.81   |            0 |             1 |     13.81      |   1169.08   |
| 2001-04-02 00:00:00 | 2001-04-02 00:00:00 |  84.2    |  85.1    |            0 |             1 |      9.1       |   1178.18   |
| 2001-04-09 00:00:00 | 2001-04-09 00:00:00 |  94      |  85.75   |            0 |             1 |      9.75      |   1187.93   |
| 2001-04-16 00:00:00 | 2001-04-16 00:00:00 |  95.66   |  94      |            0 |             1 |     18         |   1205.93   |
| 2001-04-23 00:00:00 | 2001-04-23 00:00:00 |  92.94   |  94      |            0 |             1 |     18         |   1223.93   |
| 2001-04-30 00:00:00 | 2001-04-30 00:00:00 |  97.2    |  95.08   |            0 |             1 |     19.08      |   1243.01   |
| 2001-05-07 00:00:00 | 2001-05-07 00:00:00 |  92.85   |  96.2    |            0 |             1 |     20.2       |   1263.21   |
| 2001-05-14 00:00:00 | 2001-05-14 00:00:00 |  97.25   |  92.4    |            0 |             1 |     16.4       |   1279.61   |
| 2001-05-21 00:00:00 | 2001-05-21 00:00:00 |  97.96   |  97.75   |            0 |             1 |     21.75      |   1301.36   |
| 2001-05-28 00:00:00 | 2001-05-28 00:00:00 |  96.7    |  97.5    |            0 |             1 |     21.5       |   1322.86   |
| 2001-06-04 00:00:00 | 2001-06-04 00:00:00 |  95.36   |  96.2    |            0 |             1 |     20.2       |   1343.06   |
| 2001-06-11 00:00:00 | 2001-06-11 00:00:00 |  89.29   |  95.2    |            0 |             1 |     19.2       |   1362.26   |
| 2001-06-18 00:00:00 | 2001-06-18 00:00:00 |  92.1    |  88.8    |            0 |             1 |     12.8       |   1375.06   |
| 2001-06-25 00:00:00 | 2001-06-25 00:00:00 |  85.8    |  92.85   |            0 |             1 |     16.85      |   1391.91   |
| 2001-07-02 00:00:00 | 2001-07-02 00:00:00 |  83.1    |  85.95   |            0 |             1 |      9.95      |   1401.86   |
| 2001-07-09 00:00:00 | 2001-07-09 00:00:00 |  86.15   |  82.6    |            0 |             1 |      6.6       |   1408.46   |
| 2001-07-16 00:00:00 | 2001-07-16 00:00:00 |  82.95   |  85.9    |            0 |             1 |      9.9       |   1418.36   |
| 2001-07-23 00:00:00 | 2001-07-23 00:00:00 |  84.82   |  83.75   |            0 |             1 |      7.75      |   1426.11   |
